Timestamp,Friendship level with the person you traded with?,Did you receive a Lucky Pokemon from this trade?,Candy received from the trade,Caught date (for the Pokemon you received),Caught date (for the Pokemon you gave away),Date of trading,ATK IV,DEF IV,STA IV,Your Trainer name,Your Trainer Level,Trading Partner's Trainer Level,Your trading medal (Gentleman),Your trading distance medal (Pilot)
7/29/2018 23:20:23,"Ultra friends (3 stars, 30 days)",No,2,7/26/2018,7/28/2018,7/28/2018,12,10,8,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:22:30,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/28/2018,7/28/2018,4,15,15,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:23:24,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/28/2018,7/28/2018,6,7,9,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:24:04,"Ultra friends (3 stars, 30 days)",No,2,7/26/2018,7/27/2018,7/28/2018,4,14,13,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:24:48,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/28/2018,7/28/2018,13,11,3,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:25:30,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/27/2018,7/28/2018,10,11,14,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:29:30,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/26/2018,7/29/2018,14,10,4,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:31:08,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/27/2018,7/29/2018,7,7,11,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:31:47,"Ultra friends (3 stars, 30 days)",No,3,7/29/2018,7/29/2018,7/29/2018,10,10,4,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:33:27,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/26/2018,7/29/2018,5,11,7,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:35:09,"Ultra friends (3 stars, 30 days)",No,1,7/28/2018,7/26/2018,7/29/2018,12,10,15,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:35:50,"Ultra friends (3 stars, 30 days)",No,2,7/26/2018,7/26/2018,7/29/2018,13,14,10,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:37:37,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/27/2018,7/29/2018,11,3,13,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:38:19,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,4/9/2017,7/29/2018,13,8,9,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:39:02,"Ultra friends (3 stars, 30 days)",No,1,7/29/2016,6/3/2018,7/29/2018,8,4,7,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:39:38,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/29/2018,7/29/2018,12,6,12,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:40:14,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/26/2018,7/29/2018,4,13,12,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:40:53,"Ultra friends (3 stars, 30 days)",No,2,7/26/2018,7/26/2018,7/29/2018,2,7,9,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:41:32,"Ultra friends (3 stars, 30 days)",No,2,7/28/2018,7/23/2018,7/29/2018,5,7,13,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:42:16,"Ultra friends (3 stars, 30 days)",No,2,7/28/2018,7/23/2018,7/29/2018,14,2,15,Hubsterpro,39,37,Silver,Silver
7/29/2018 23:58:50,"Ultra friends (3 stars, 30 days)",Yes,2,7/26/2018,7/23/2018,7/29/2018,12,11,11,GT Sally,40,40,Silver,Bronze
7/30/2018 0:38:32,"Great friends (2 stars, 7 days)",No,1,7/30/2018,7/6/2018,7/30/2018,,,,ThomasVybuch,40,16,Silver,Bronze
7/30/2018 0:39:45,"Ultra friends (3 stars, 30 days)",No,3,6/30/2018,7/27/2018,7/29/2018,,,,ThomasVybuch,40,28,Silver,Bronze
7/30/2018 0:41:17,"Ultra friends (3 stars, 30 days)",Yes,1,7/9/2018,7/28/2018,7/29/2018,,,,ThomasVybuch,40,28,Silver,Bronze
7/30/2018 0:42:16,"Ultra friends (3 stars, 30 days)",No,1,7/15/2018,7/29/2018,7/29/2018,,,,ThomasVybuch,40,28,Silver,Bronze
7/30/2018 0:43:13,"Ultra friends (3 stars, 30 days)",Yes,1,7/15/2018,7/28/2018,7/29/2018,,,,ThomasVybuch,40,28,Silver,Bronze
7/30/2018 0:44:00,"Ultra friends (3 stars, 30 days)",No,1,7/23/2018,7/27/2018,7/29/2018,,,,ThomasVybuch,40,28,Silver,Bronze
7/30/2018 0:45:30,"Ultra friends (3 stars, 30 days)",No,1,7/28/2018,7/29/2018,7/29/2018,,,,ThomasVybuch,40,28,Silver,Bronze
7/30/2018 0:46:16,"Ultra friends (3 stars, 30 days)",No,1,7/28/2018,7/28/2018,7/29/2018,,,,ThomasVybuch,40,28,Silver,Bronze
7/30/2018 0:47:20,"Ultra friends (3 stars, 30 days)",Yes,1,7/28/2018,7/29/2018,7/29/2018,,,,ThomasVybuch,40,28,Silver,Bronze
7/30/2018 0:47:57,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/29/2018,7/29/2018,,,,ThomasVybuch,40,28,Silver,Bronze
7/30/2018 0:48:39,"Ultra friends (3 stars, 30 days)",No,1,7/28/2018,7/29/2018,7/29/2018,,,,ThomasVybuch,40,28,Silver,Bronze
7/30/2018 0:50:20,"Ultra friends (3 stars, 30 days)",No,1,8/7/2017,10/7/2017,7/29/2018,10,12,5,ThomasVybuch,40,40,Silver,Bronze
7/30/2018 0:57:14,"Great friends (2 stars, 7 days)",No,1,2/28/2017,2/22/2017,7/29/2018,12,8,8,xCarrieAnnx,36,34,Bronze,Bronze
7/30/2018 1:16:32,"Great friends (2 stars, 7 days)",Yes,1,6/30/2018,10/23/2016,7/29/2018,15,13,15,A5B5,40,40,None,Bronze
7/30/2018 1:35:19,"Good friends (1 stars, 1 day)",No,1,10/14/2017,6/19/2018,7/30/2018,,,,,40,31,Bronze,Bronze
7/30/2018 1:39:44,"Good friends (1 stars, 1 day)",No,3,11/20/2017,8/29/2017,7/30/2018,,,,,40,31,Bronze,Bronze
7/30/2018 2:24:54,"Good friends (1 stars, 1 day)",No,2,7/25/2018,10/17/2018,7/25/2018,5,0,7,Pokecruzhunters,37,29,None,None
7/30/2018 2:39:55,"Ultra friends (3 stars, 30 days)",Yes,3,7/27/2018,7/6/2018,7/29/2018,12,10,14,TessaMinicozzi,35,34,Silver,Silver
7/30/2018 2:40:52,"Great friends (2 stars, 7 days)",Yes,2,2/16/2018,7/29/2018,7/29/2018,15,15,14,TessaMinicozzi,35,26,Silver,Silver
7/30/2018 2:43:56,"Great friends (2 stars, 7 days)",Yes,3,7/8/0018,7/9/2018,7/29/2018,13,9,11,Natsumi352,35,35,None,None
7/30/2018 2:57:17,"Great friends (2 stars, 7 days)",Yes,2,4/15/2018,7/28/2018,7/29/2018,14,12,15,TessaMinicozzi,35,26,Silver,Silver
7/30/2018 3:07:16,"Great friends (2 stars, 7 days)",Yes,1,7/22/2018,7/19/2018,7/29/2018,15,15,15,mauimelandria,31,22,None,Bronze
7/30/2018 3:11:28,"Ultra friends (3 stars, 30 days)",Yes,1,7/22/2016,7/2/2016,7/26/2018,15,12,10,Tommieyb,32,34,Bronze,Bronze
7/30/2018 3:42:48,"Ultra friends (3 stars, 30 days)",No,1,9/10/2017,8/27/2017,7/27/2018,11,15,13,brak3000,38,36,Silver,Bronze
7/30/2018 3:43:53,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,5,14,9,brak3000,38,36,Silver,Bronze
7/30/2018 3:45:06,"Ultra friends (3 stars, 30 days)",No,2,7/6/2018,9/14/2017,7/27/2018,11,11,10,brak3000,38,36,Silver,Bronze
7/30/2018 3:46:02,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,11,15,9,brak3000,38,36,Silver,Bronze
7/30/2018 3:47:03,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,8,12,14,brak3000,38,36,Silver,Bronze
7/30/2018 3:49:02,"Ultra friends (3 stars, 30 days)",Yes,2,10/29/2017,2/5/2018,7/27/2018,14,13,11,brak3000,38,36,Silver,Bronze
7/30/2018 3:50:14,"Ultra friends (3 stars, 30 days)",No,1,12/24/2017,2/5/2018,7/27/2018,13,15,4,brak3000,38,36,Silver,Bronze
7/30/2018 3:51:10,"Ultra friends (3 stars, 30 days)",No,1,7/3/2018,7/2/2018,7/27/2018,5,10,5,brak3000,38,36,Silver,Bronze
7/30/2018 3:51:24,"Ultra friends (3 stars, 30 days)",Yes,1,7/29/2018,7/24/2018,7/29/2018,10,13,15,GetDowney,40,30,Silver,Silver
7/30/2018 3:52:20,"Ultra friends (3 stars, 30 days)",No,1,7/17/2018,7/17/2018,7/27/2018,11,8,9,brak3000,38,36,Silver,Bronze
7/30/2018 3:53:29,"Ultra friends (3 stars, 30 days)",No,1,7/20/2018,7/8/2018,7/27/2018,13,14,7,brak3000,38,36,Silver,Bronze
7/30/2018 3:53:49,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/24/2018,7/29/2018,15,14,6,GetDowney,40,30,Silver,Silver
7/30/2018 3:54:53,"Ultra friends (3 stars, 30 days)",No,1,2/28/2018,2/27/2018,7/27/2018,3,4,12,brak3000,38,36,Silver,Bronze
7/30/2018 3:55:28,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/23/2018,7/29/2018,8,7,5,GetDowney,40,30,Silver,Silver
7/30/2018 3:56:18,"Ultra friends (3 stars, 30 days)",No,2,6/25/2018,12/13/2017,7/27/2018,14,10,5,brak3000,38,36,Silver,Bronze
7/30/2018 3:57:14,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/17/2018,7/29/2018,14,15,1,GetDowney,40,30,Silver,Silver
7/30/2018 3:59:21,"Ultra friends (3 stars, 30 days)",No,1,12/24/2017,2/3/2018,7/27/2018,7,12,9,brak3000,38,36,Silver,Bronze
7/30/2018 4:00:43,"Ultra friends (3 stars, 30 days)",No,2,12/24/2017,3/29/2018,7/27/2018,9,3,9,brak3000,38,36,Silver,Bronze
7/30/2018 4:01:38,"Ultra friends (3 stars, 30 days)",No,1,7/17/2018,7/18/2018,7/27/2018,13,4,7,brak3000,38,36,Silver,Bronze
7/30/2018 4:02:02,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/17/2018,7/29/2018,3,11,5,GetDowney,40,30,Silver,Silver
7/30/2018 4:02:43,"Ultra friends (3 stars, 30 days)",No,1,7/2/2018,6/29/2018,7/27/2018,10,12,7,brak3000,38,36,Silver,Bronze
7/30/2018 4:03:35,"Ultra friends (3 stars, 30 days)",No,1,3/27/2018,3/27/2018,7/27/2018,11,12,15,brak3000,38,36,Silver,Bronze
7/30/2018 4:04:39,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/17/2018,7/29/2018,3,12,13,GetDowney,40,30,Silver,Silver
7/30/2018 4:06:01,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/17/2018,7/29/2018,13,12,5,GetDowney,40,30,Silver,Silver
7/30/2018 4:07:53,"Ultra friends (3 stars, 30 days)",Yes,1,7/20/2018,6/25/2018,7/27/2018,15,14,13,brak3000,38,36,Silver,Bronze
7/30/2018 4:08:37,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,14,9,7,brak3000,38,36,Silver,Bronze
7/30/2018 4:09:23,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,3,3,13,brak3000,38,36,Silver,Bronze
7/30/2018 4:10:18,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/25/2018,7/27/2018,14,7,15,brak3000,38,36,Silver,Bronze
7/30/2018 4:11:10,"Ultra friends (3 stars, 30 days)",No,1,6/8/2018,7/24/2018,7/27/2018,8,13,9,brak3000,38,36,Silver,Bronze
7/30/2018 4:11:33,"Ultra friends (3 stars, 30 days)",Yes,1,7/29/2018,7/17/2018,7/29/2018,11,12,15,GetDowney,40,30,Silver,Silver
7/30/2018 4:12:02,"Ultra friends (3 stars, 30 days)",No,1,7/20/2018,6/28/2018,7/27/2018,6,13,4,brak3000,38,36,Silver,Bronze
7/30/2018 4:12:43,"Ultra friends (3 stars, 30 days)",No,1,7/25/2018,7/23/2018,7/27/2018,5,4,6,brak3000,38,36,Silver,Bronze
7/30/2018 4:13:34,"Ultra friends (3 stars, 30 days)",Yes,1,7/18/2018,7/18/2018,7/27/2018,11,12,11,brak3000,38,36,Silver,Bronze
7/30/2018 4:14:23,"Ultra friends (3 stars, 30 days)",No,1,7/18/2018,7/18/2018,7/27/2018,12,12,14,brak3000,38,36,Silver,Bronze
7/30/2018 4:15:15,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,6,4,5,brak3000,38,36,Silver,Bronze
7/30/2018 4:15:57,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,5,13,10,brak3000,38,36,Silver,Bronze
7/30/2018 4:16:47,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,13,15,4,brak3000,38,36,Silver,Bronze
7/30/2018 4:17:30,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,13,9,12,brak3000,38,36,Silver,Bronze
7/30/2018 4:18:16,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,9,15,4,brak3000,38,36,Silver,Bronze
7/30/2018 4:18:50,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,11,15,5,brak3000,38,36,Silver,Bronze
7/30/2018 4:19:31,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,7,15,10,brak3000,38,36,Silver,Bronze
7/30/2018 4:20:10,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,4,14,10,brak3000,38,36,Silver,Bronze
7/30/2018 4:20:54,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,5,15,14,brak3000,38,36,Silver,Bronze
7/30/2018 4:21:40,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/27/2018,6,10,14,brak3000,38,36,Silver,Bronze
7/30/2018 4:38:20,"Ultra friends (3 stars, 30 days)",No,3,8/14/2017,9/9/2017,7/28/2018,12,13,4,brak3000,38,36,Silver,Bronze
7/30/2018 4:39:10,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/28/2018,9,10,10,brak3000,38,36,Silver,Bronze
7/30/2018 4:39:47,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/28/2018,14,12,13,brak3000,38,36,Silver,Bronze
7/30/2018 4:40:27,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/28/2018,6,6,5,brak3000,38,36,Silver,Bronze
7/30/2018 4:41:33,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/28/2018,15,14,10,brak3000,38,36,Silver,Bronze
7/30/2018 4:42:19,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/28/2018,14,15,7,brak3000,38,36,Silver,Bronze
7/30/2018 4:44:11,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/28/2018,12,13,7,brak3000,38,36,Silver,Bronze
7/30/2018 4:44:53,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/28/2018,8,13,15,brak3000,38,36,Silver,Bronze
7/30/2018 4:45:51,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/28/2018,11,12,3,brak3000,38,36,Silver,Bronze
7/30/2018 4:47:54,"Ultra friends (3 stars, 30 days)",No,1,7/27/2018,7/27/2018,7/28/2018,9,12,11,brak3000,38,36,Silver,Bronze
7/30/2018 4:50:10,"Ultra friends (3 stars, 30 days)",No,1,5/21/2018,7/1/2018,7/28/2018,3,11,12,brak3000,38,36,Silver,Bronze
7/30/2018 4:51:05,"Ultra friends (3 stars, 30 days)",No,1,6/30/2018,5/7/2018,7/28/2018,7,14,3,brak3000,38,36,Silver,Bronze
7/30/2018 4:52:02,"Ultra friends (3 stars, 30 days)",No,1,7/4/2018,7/4/2018,7/28/2018,11,14,5,brak3000,38,36,Silver,Bronze
7/30/2018 4:53:01,"Ultra friends (3 stars, 30 days)",No,3,8/11/2017,9/28/2017,7/28/2018,7,5,7,brak3000,38,36,Silver,Bronze
7/30/2018 4:54:05,"Ultra friends (3 stars, 30 days)",No,3,1/30/2018,11/4/2017,7/28/2018,8,5,8,brak3000,38,36,Silver,Bronze
7/30/2018 4:57:12,"Ultra friends (3 stars, 30 days)",No,1,7/14/2018,7/14/2018,7/28/2018,8,12,10,brak3000,38,36,Silver,Bronze
7/30/2018 5:02:57,"Great friends (2 stars, 7 days)",Yes,2,8/24/2016,1/18/1993,7/29/2018,15,,,BinoTxugo,34,34,None,Bronze
7/30/2018 5:03:10,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/17/2018,7/29/2018,6,6,9,GetDowney,40,30,Silver,Silver
7/30/2018 5:04:48,"Ultra friends (3 stars, 30 days)",No,2,7/29/2018,7/17/2018,7/29/2018,7,8,14,GetDowney,40,30,Silver,Silver
7/30/2018 5:06:29,"Ultra friends (3 stars, 30 days)",No,2,7/29/2018,7/17/2018,7/29/2018,9,7,13,GetDowney,40,30,Silver,Silver
7/30/2018 5:08:07,"Ultra friends (3 stars, 30 days)",Yes,2,7/29/2018,7/17/2018,7/29/2018,13,11,13,GetDowney,40,30,Silver,Silver
7/30/2018 5:09:47,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/17/2018,7/29/2018,13,7,3,GetDowney,40,30,Silver,Silver
7/30/2018 5:11:19,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/17/2018,7/29/2018,5,11,8,GetDowney,40,30,Silver,Silver
7/30/2018 5:13:00,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/17/2018,7/29/2018,7,9,11,GetDowney,40,30,Silver,Silver
7/30/2018 5:14:45,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/17/2018,7/29/2018,4,12,2,GetDowney,40,30,Silver,Silver
7/30/2018 5:16:12,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/16/2018,7/29/2018,4,8,14,GetDowney,40,30,Silver,Silver
7/30/2018 5:18:56,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/16/2018,7/29/2018,12,10,8,GetDowney,40,30,Silver,Silver
7/30/2018 5:20:27,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/16/2018,7/29/2018,7,12,10,GetDowney,40,30,Silver,Silver
7/30/2018 5:23:27,"Ultra friends (3 stars, 30 days)",Yes,1,7/29/2018,7/16/2018,7/29/2018,10,13,10,GetDowney,40,30,Silver,Silver
7/30/2018 5:25:02,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/16/2018,7/29/2018,14,13,10,GetDowney,40,30,Silver,Silver
7/30/2018 5:26:23,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/16/2018,7/29/2018,3,9,10,GetDowney,40,30,Silver,Silver
7/30/2018 5:27:33,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/16/2018,7/29/2018,12,15,7,GetDowney,40,30,Silver,Silver
7/30/2018 5:29:14,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/16/2018,7/29/2018,13,7,13,GetDowney,40,30,Silver,Silver
7/30/2018 5:30:39,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/16/2018,7/29/2018,7,15,4,GetDowney,40,30,Silver,Silver
7/30/2018 5:32:05,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/16/2018,7/29/2018,6,3,5,GetDowney,40,30,Silver,Silver
7/30/2018 5:33:34,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/16/2018,7/29/2018,14,6,13,GetDowney,40,30,Silver,Silver
7/30/2018 5:35:13,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/15/2018,7/29/2018,5,14,15,GetDowney,40,30,Silver,Silver
7/30/2018 5:36:52,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/15/2018,7/29/2018,7,5,5,GetDowney,40,30,Silver,Silver
7/30/2018 5:38:03,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/15/2018,7/29/2018,7,12,11,GetDowney,40,30,Silver,Silver
7/30/2018 5:39:46,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/15/2018,7/29/2018,13,2,12,GetDowney,40,30,Silver,Silver
7/30/2018 5:40:59,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/15/2018,7/29/2018,10,7,1,GetDowney,40,30,Silver,Silver
7/30/2018 5:42:30,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/14/2018,7/29/2018,13,6,5,GetDowney,40,30,Silver,Silver
7/30/2018 5:43:53,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/14/2018,7/29/2018,5,9,9,GetDowney,40,30,Silver,Silver
7/30/2018 5:45:12,"Ultra friends (3 stars, 30 days)",Yes,1,7/29/2018,7/14/2018,7/29/2018,10,15,11,GetDowney,40,30,Silver,Silver
7/30/2018 5:49:12,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/13/2018,7/29/2018,13,7,3,GetDowney,40,30,Silver,Silver
7/30/2018 5:51:02,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/13/2018,7/29/2018,6,12,6,GetDowney,40,30,Silver,Silver
7/30/2018 5:52:22,"Ultra friends (3 stars, 30 days)",No,2,7/29/2018,7/13/2018,7/29/2018,10,13,15,GetDowney,40,30,Silver,Silver
7/30/2018 6:04:37,"Ultra friends (3 stars, 30 days)",No,1,7/29/2018,7/8/2018,7/29/2018,3,7,15,GetDowney,40,30,Silver,Silver
7/30/2018 6:06:21,"Ultra friends (3 stars, 30 days)",No,1,7/30/2018,7/12/2018,7/30/2018,7,13,15,GetDowney,40,30,Silver,Silver
7/30/2018 6:07:43,"Ultra friends (3 stars, 30 days)",No,1,7/30/2018,7/13/2018,7/30/2018,10,5,3,GetDowney,40,30,Silver,Silver
7/30/2018 6:13:50,"Ultra friends (3 stars, 30 days)",No,3,8/22/2016,6/24/2017,7/30/2018,7,1,8,GetDowney,40,30,Silver,Silver
7/30/2018 6:19:42,"Great friends (2 stars, 7 days)",No,3,7/24/2018,6/16/2018,7/29/2018,,,,Waucckhewww,36,16,Bronze,Bronze
7/30/2018 6:20:36,"Ultra friends (3 stars, 30 days)",Yes,2,7/21/2018,8/14/2016,7/30/2018,11,11,13,GetDowney,40,30,Silver,Silver
7/30/2018 6:20:48,"Great friends (2 stars, 7 days)",No,3,7/25/2018,6/16/2018,7/29/2018,,,,Waucckhewww,36,16,Bronze,Bronze
7/30/2018 6:21:48,"Great friends (2 stars, 7 days)",No,3,7/23/2018,6/16/2018,7/29/2018,,,,Waucckhewww,36,16,Bronze,Bronze
7/30/2018 6:22:48,"Great friends (2 stars, 7 days)",No,3,7/25/2018,7/28/2018,7/29/2018,,,,Waucckhewww,36,16,Bronze,Bronze
7/30/2018 6:23:45,"Great friends (2 stars, 7 days)",No,3,7/25/2018,6/16/2018,7/29/2018,,,,Waucckhewww,36,16,Bronze,Bronze
7/30/2018 6:24:42,"Great friends (2 stars, 7 days)",No,3,7/25/2018,6/16/2018,7/29/2018,,,,Waucckhewww,36,16,Bronze,Bronze
7/30/2018 6:25:51,"Great friends (2 stars, 7 days)",No,3,7/23/2018,6/16/2018,7/29/2018,,,,Waucckhewww,36,16,Bronze,Bronze
7/30/2018 6:27:56,"Ultra friends (3 stars, 30 days)",No,3,8/3/2016,9/23/2017,7/30/2018,6,10,4,GetDowney,40,30,Silver,Silver
7/30/2018 6:28:55,"Ultra friends (3 stars, 30 days)",Yes,1,7/19/2018,7/20/2018,7/28/2018,15,15,15,CHEVVYMAN89,40,40,Silver,Silver
7/30/2018 6:30:46,"Ultra friends (3 stars, 30 days)",No,2,9/22/2016,7/23/2018,7/30/2018,9,4,9,GetDowney,40,30,Silver,Silver
7/30/2018 6:35:40,"Ultra friends (3 stars, 30 days)",No,3,8/7/2016,9/27/2017,7/30/2018,2,9,12,GetDowney,40,30,Silver,Silver
7/30/2018 6:41:59,"Ultra friends (3 stars, 30 days)",No,3,7/13/2018,8/11/2016,7/30/2018,11,9,13,Mantaru33,36,33,Silver,Silver
7/30/2018 6:42:48,"Great friends (2 stars, 7 days)",No,2,7/24/2016,7/29/2018,7/29/2018,9,15,4,Notshinyluke,40,25,Silver,Bronze
7/30/2018 6:45:47,"Ultra friends (3 stars, 30 days)",No,1,5/30/2018,5/30/2018,7/28/2018,9,12,9,brak3000,38,36,Silver,Bronze
7/30/2018 6:46:01,"Great friends (2 stars, 7 days)",No,2,7/31/2016,7/29/2018,7/29/2018,5,13,6,Notshinyluke,40,25,Silver,Bronze
7/30/2018 6:46:33,"Ultra friends (3 stars, 30 days)",No,1,5/30/2018,5/30/2018,7/28/2018,9,15,7,brak3000,38,36,Silver,Bronze
7/30/2018 6:47:31,"Ultra friends (3 stars, 30 days)",No,3,1/29/2018,2/16/2018,7/28/2018,9,15,11,brak3000,38,36,Silver,Bronze
7/30/2018 6:48:41,"Great friends (2 stars, 7 days)",No,2,7/31/2016,7/29/2018,7/29/2018,12,3,8,Notshinyluke,40,25,Silver,Bronze
7/30/2018 6:51:47,"Great friends (2 stars, 7 days)",Yes,2,8/1/2016,7/29/2018,7/29/2018,11,13,13,Notshinyluke,40,25,Silver,Bronze
7/30/2018 6:53:13,"Ultra friends (3 stars, 30 days)",No,1,7/28/2018,7/28/2018,7/28/2018,8,13,5,brak3000,38,36,Silver,Bronze
7/30/2018 6:54:16,"Great friends (2 stars, 7 days)",Yes,1,7/29/2018,7/29/2018,7/29/2018,11,11,11,Notshinyluke,40,25,Silver,Bronze
7/30/2018 6:57:16,"Ultra friends (3 stars, 30 days)",Yes,2,8/13/2016,7/24/2018,7/29/2018,13,11,14,Zabchan,32,37,Bronze,Bronze
7/30/2018 6:59:14,"Ultra friends (3 stars, 30 days)",No,1,7/28/2018,6/26/2018,7/28/2018,9,14,9,brak3000,38,36,Silver,Bronze
7/30/2018 7:01:44,"Ultra friends (3 stars, 30 days)",No,2,12/3/2017,2/13/2018,7/28/2018,11,12,13,brak3000,38,36,Silver,Bronze
7/30/2018 7:05:51,"Ultra friends (3 stars, 30 days)",No,1,7/28/2018,7/28/2018,7/28/2018,9,15,6,brak3000,38,36,Silver,Bronze
7/30/2018 7:17:40,"Ultra friends (3 stars, 30 days)",No,1,7/28/2018,7/28/2018,7/28/2018,7,8,9,brak3000,38,36,Silver,Bronze
7/30/2018 7:18:26,"Ultra friends (3 stars, 30 days)",No,1,7/28/2018,7/28/2018,7/28/2018,11,13,6,brak3000,38,36,Silver,Bronze
7/30/2018 7:19:19,"Ultra friends (3 stars, 30 days)",No,2,2/14/2018,3/29/2018,7/28/2018,7,15,9,brak3000,38,36,Silver,Bronze
7/30/2018 7:20:01,"Ultra friends (3 stars, 30 days)",Yes,1,7/11/2018,7/2/2018,7/28/2018,12,10,11,brak3000,38,36,Silver,Bronze
